"id","id_1","id_2","id_3","id_4","id_5","id_6","id_7","id_8","id_10","id_11","id_12","id_13","id_14","id_15","id_16","id_17","id_18","id_19","id_20","id_21","id_22","id_23","id_24","id_25","id_26","id_27","id_28","id_29","id_30","id_31","id_32","id_33","id_34","id_35","id_36","id_37","id_38","id_39","id_40","id_41","id_42","id_44","id_45","id_46","id_47","id_48","id_49","id_50","id_51","id_52","id_53","id_54","id_55","id_56","id_57","id_58","id_59","id_60","id_61","id_62","id_64","id_65","id_67","id_69","id_71","id_72","id_74","id_75","id_76","id_80","id_84","id_85","id_86","id_87","id_88"
"id_14",0,699,393,0,206,1723,2163,1339,60,0,4239,628,0,1614,474,391,578,581,0,491,1792,57,71,57,616,0,40,70,988,535,758,444,2526,520,2832,226,1670,3362,2269,1493,315,899,79,2630,520,1473,817,820,406,1064,705,1442,241,1929,0,132,293,2384,3514,1380,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0
"id_15",0,784,176,6,349,265,1066,1073,168,0,2040,339,1834,0,1114,894,273,927,0,1194,746,624,1054,7,1335,0,330,1314,419,1134,1194,1552,1805,1369,1146,1421,1246,1473,1735,1564,939,1714,1339,1058,1357,807,290,1076,1961,583,1152,750,993,929,221,852,1667,758,734,794,0,13,70,0,0,0,0,0,100,0,0,0,0,0,0
"id_16",0,247,296,508,148,86,256,872,137,0,1108,173,284,949,0,742,824,840,0,353,1166,1262,1396,698,852,0,287,608,316,190,0,1158,648,1030,0,992,1997,1045,227,525,564,555,527,551,295,970,376,81,1051,388,1823,0,1777,45,937,940,587,60,671,1425,0,0,89,0,106,0,0,20,52,0,0,0,0,0,0
"id_17",0,92,137,0,89,223,206,117,145,0,1020,204,818,906,736,0,2990,1175,0,1398,1609,862,1733,739,843,0,1008,1204,1922,180,410,872,1277,472,191,615,574,183,419,1325,170,789,916,316,882,976,1,101,829,1862,1142,500,2186,1389,2820,1747,1097,617,404,666,0,20,136,0,0,0,0,0,0,0,0,0,0,0,0
"id_18",0,407,620,0,103,10,85,0,420,0,350,123,844,294,516,2653,0,2058,0,1949,1374,535,3321,1533,493,0,1880,673,2409,602,1156,1531,354,803,3,1760,259,0,236,1039,368,929,203,418,1045,467,82,1088,766,995,108,0,2251,1961,2151,2561,238,163,61,937,0,65,55,37,0,0,0,0,0,0,0,0,0,0,0
"id_19",0,51,802,0,20,547,1,15,174,7,904,437,486,973,1421,956,1856,0,0,2884,542,922,1092,795,1480,0,1679,1987,1290,2628,2639,2300,579,2001,417,1309,142,375,0,204,532,855,1062,289,893,951,58,271,1416,1203,383,0,3814,1544,2715,4186,1058,284,363,342,0,25,0,0,0,1,0,0,34,0,0,0,0,0,0
"id_20",35,2,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_21",0,0,457,0,108,297,52,0,146,0,1986,285,493,1333,206,1347,1609,2934,0,0,1227,0,21,1532,1101,0,1170,1878,1331,3916,2973,1283,890,3125,1150,1330,412,449,0,476,679,1554,1034,208,792,183,0,1903,5518,2428,2522,281,786,532,861,913,1099,1083,468,912,0,63,6,0,0,0,0,0,0,0,0,0,0,0,0
"id_22",0,753,667,37,316,116,743,115,403,0,1249,1249,1612,823,1364,1417,1266,291,0,1475,0,664,1194,398,670,0,1159,2307,845,514,388,145,892,1175,977,634,2048,688,1996,659,347,1725,458,1064,2174,920,196,1099,1489,1503,2025,573,1098,1788,467,608,718,963,799,2366,0,48,120,0,13,54,0,0,0,0,0,442,0,0,0
"id_23",0,292,836,0,1293,0,108,0,377,0,0,24,95,309,980,656,675,560,0,58,493,0,606,1617,680,0,590,387,0,774,0,1073,13,1344,0,374,340,0,0,408,133,424,804,0,609,264,0,256,451,96,15,0,1165,79,1344,172,511,0,0,102,0,0,286,18,0,42,0,0,73,0,0,0,0,0,0
"id_24",0,904,643,1,548,108,200,0,657,0,4,110,78,654,1824,1796,3311,2579,0,279,1437,713,0,580,933,0,1259,387,1571,136,252,219,161,700,0,834,227,0,197,1704,376,430,473,147,1067,1025,58,266,138,395,67,0,3965,1868,608,1045,753,1,131,698,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0
"id_25",0,29,289,0,0,310,0,0,97,0,52,43,0,0,492,510,1446,982,0,1273,385,1559,607,0,1450,0,1992,883,1055,1177,883,3011,237,1928,550,1846,159,0,0,0,239,1107,1346,0,508,97,0,550,259,289,0,0,421,278,4851,1709,1013,8,239,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_26",0,98,687,166,290,726,245,716,618,0,736,127,671,1143,752,824,713,1134,0,715,693,935,830,1584,0,0,1071,1153,806,1244,828,1482,852,1559,946,667,505,974,616,965,222,627,1209,600,586,129,246,924,1480,957,1453,979,922,882,1270,664,998,498,742,509,0,0,0,0,0,0,0,0,0,0,0,420,45,171,108
"id_27",83,107,0,115,6,0,0,0,0,93,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,2,0,0,200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_28",0,71,880,0,150,4,171,792,456,0,1103,115,349,511,163,1375,2230,1621,0,1121,1266,578,1338,1665,1207,0,0,2072,1379,665,723,153,271,1230,585,489,15,441,883,1122,439,1019,559,151,1285,8,0,775,754,1433,808,561,1872,770,2270,820,826,121,161,243,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_29",0,0,300,0,137,67,19,137,403,0,1021,132,39,1427,540,1357,884,2136,0,3443,2064,818,172,519,1153,0,1884,0,2618,3078,2259,2352,891,2205,561,2187,1466,1067,894,600,246,854,551,308,1651,570,59,628,3860,1692,2280,424,1064,1309,1268,296,1413,144,287,964,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
"id_30",0,225,642,0,97,641,134,401,32,0,1489,419,1008,538,213,1589,1885,2933,0,2052,693,3,1456,1268,468,0,1357,1996,0,1296,961,1203,633,1381,1202,993,582,467,373,435,508,603,116,803,1478,1159,41,489,90,1828,120,329,2932,2693,2293,2047,1790,191,535,478,0,26,0,0,0,38,0,0,0,0,0,0,0,0,0
"id_31",0,0,585,0,37,673,371,1066,122,0,2771,88,943,1063,58,250,1330,2984,0,3684,280,356,229,793,1068,0,730,2391,1738,0,4558,1912,1822,1847,1082,1498,559,90,1738,0,590,693,598,551,1415,839,53,1949,3024,2818,1415,1379,153,792,520,1721,105,519,368,517,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_32",0,494,372,0,152,501,244,279,106,0,2695,529,1538,702,0,661,1245,2742,0,3032,527,0,244,914,892,0,746,1507,1081,4888,0,1074,1052,2800,644,1193,755,737,211,831,727,1071,1637,640,283,233,42,2102,3139,1357,324,978,644,1719,72,1369,757,1394,636,1238,0,27,0,0,0,0,0,0,0,0,0,21,0,0,0
"id_33",0,0,298,0,0,45,218,492,327,0,1434,7,339,1622,408,1086,1718,3053,0,1485,282,425,28,1680,1591,0,324,1672,1259,2428,2422,0,622,1666,282,3602,1142,2045,112,496,0,300,715,547,899,843,0,819,2806,785,1828,583,664,370,2760,3637,1647,880,759,1249,0,76,34,0,0,0,0,0,0,0,0,0,0,0,0
"id_34",0,36,190,269,445,1526,1728,1579,671,0,2976,54,2168,2105,615,1431,341,473,0,1143,1008,13,210,150,760,0,242,1096,897,1380,1103,815,0,427,1490,1318,1446,2187,1877,1223,1373,1497,1104,427,808,801,828,1320,1298,2611,1380,749,561,380,42,914,1413,1699,2292,1376,0,30,0,0,0,36,0,0,0,0,0,0,0,0,0
"id_35",0,230,834,1,39,409,58,86,0,0,1021,73,448,1300,1395,300,1095,2196,0,2854,1297,1440,852,1875,1482,0,1106,1767,1330,2012,1998,1190,308,0,1075,922,1233,443,21,676,364,1142,1597,24,483,122,96,1668,2748,1041,1492,570,1606,522,734,1735,247,695,284,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_36",0,837,351,0,4,2237,2034,0,88,0,1967,392,4253,1190,0,288,104,356,0,1038,1581,0,0,458,704,0,563,629,1034,1082,861,164,2231,955,0,200,186,2364,2145,734,653,856,445,747,804,1068,811,460,557,647,610,2007,647,2465,535,409,707,3518,2688,992,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_37",0,3,3,0,12,127,0,1855,54,0,585,3,264,1640,743,674,1606,1848,0,1673,551,338,868,1893,1017,0,399,2286,1536,1340,1380,3753,1741,1649,43,0,1939,1610,1337,707,194,689,335,152,362,1165,67,1008,1707,574,1539,764,1323,830,1662,2324,320,142,557,1568,0,4,0,0,0,35,0,0,0,0,0,0,0,0,0
"id_38",0,79,91,0,55,220,71,2524,172,0,1775,355,1304,1623,2238,518,303,408,0,513,2324,490,261,111,716,0,84,1492,502,518,857,1783,1650,1288,278,2592,0,2263,1803,371,487,1615,177,1196,270,1361,63,1029,1970,246,2720,1556,437,1352,53,1102,1216,829,824,1305,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
"id_39",0,93,537,62,89,719,844,3331,816,0,4209,148,3058,1962,1122,49,0,567,0,265,790,0,0,0,900,0,590,1213,500,205,924,2107,1556,508,1864,1267,2045,0,2595,670,267,585,586,1110,99,1242,237,1222,2801,1184,2547,2421,97,731,0,689,941,3168,1292,1355,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
"id_40",0,358,29,112,250,560,1719,2991,311,0,2536,325,3404,2021,307,58,219,220,0,151,1329,0,93,0,441,0,840,1126,632,1753,398,383,2053,23,2442,1236,1053,1958,0,988,562,1083,0,931,371,922,71,499,1162,2674,953,2112,161,1311,0,435,523,932,510,1813,0,56,69,0,0,8,0,0,0,0,0,0,0,0,0
"id_41",0,30,1066,22,312,603,981,263,1373,0,763,1716,1154,924,422,1339,1296,278,0,384,1040,329,2031,0,546,0,1089,888,678,95,395,385,822,514,532,758,358,994,826,0,836,314,81,2449,573,175,1,860,790,469,1019,97,1529,1020,0,459,398,529,658,1289,0,30,0,0,16,0,0,153,85,0,0,199,0,0,0
"id_42",89,444,792,1911,385,339,608,124,872,56,323,681,393,1048,329,273,499,610,58,663,227,119,397,297,383,73,651,245,495,444,425,5,1175,573,819,245,282,311,485,530,0,398,1191,580,435,473,1132,1113,114,494,94,105,708,327,618,1070,625,361,997,250,15,53,255,21,0,1,0,218,101,31,256,470,0,309,103
"id_44",0,554,699,156,1370,808,345,105,931,0,443,967,944,1861,525,739,965,1033,0,1217,1730,372,667,796,639,0,855,853,623,720,858,270,1441,951,849,812,1069,253,1159,628,506,0,842,558,766,944,440,859,883,1023,1050,297,889,1728,1182,1454,685,171,309,912,0,0,60,0,0,27,0,0,0,0,0,0,0,0,0
"id_45",0,199,271,1879,0,535,0,630,951,0,97,10,75,1041,504,617,142,987,0,879,530,831,460,1311,1628,0,579,222,244,1543,1877,538,348,1806,547,72,317,585,0,93,1394,1011,0,0,36,39,1853,1434,1299,136,509,606,538,403,658,558,607,375,624,12,0,0,0,0,0,0,0,0,42,0,65,884,72,0,0
"id_46",16,1081,721,148,525,612,2695,416,1951,0,1054,4040,1211,534,552,196,358,87,0,113,1381,0,149,0,559,29,38,314,297,81,431,515,57,0,485,264,1162,538,699,1943,652,520,35,0,711,1545,1116,454,209,596,721,347,109,1188,23,144,47,817,2114,961,11,83,62,0,0,52,0,0,0,0,0,70,113,0,0
"id_47",0,722,1374,359,836,484,436,0,459,0,530,808,611,1065,315,1408,1066,1407,0,1313,1653,409,1249,416,580,0,1118,1766,1463,1282,731,727,290,992,759,408,286,0,463,627,335,807,111,1245,0,576,406,567,818,1056,280,123,1512,1093,1002,1050,758,173,632,802,0,18,399,0,0,30,0,0,0,0,33,528,0,0,0
"id_48",0,1002,296,606,1315,878,421,313,928,0,590,1095,986,824,953,876,148,988,0,297,885,257,985,132,137,0,0,770,1657,551,61,721,965,110,1119,1123,1057,1125,762,136,423,635,136,736,396,0,392,132,339,470,607,471,862,945,338,663,158,961,630,930,0,54,116,21,0,32,0,72,0,0,73,0,0,0,0
"id_49",18,1215,440,4581,401,1386,884,159,1500,55,121,1146,386,197,190,0,56,61,0,0,143,0,69,0,218,270,0,25,68,0,44,0,561,0,494,71,0,235,42,23,1480,191,1991,541,246,387,0,23,12,122,104,113,50,328,0,0,0,970,1217,266,116,143,721,152,114,15,7,308,240,57,0,350,29,0,0
"id_50",0,156,703,0,7,122,128,950,196,0,1408,685,864,1004,62,192,1024,585,0,1737,1070,260,497,532,923,0,936,956,881,1827,2408,1015,939,1543,684,1160,1244,1283,969,904,791,1158,795,397,790,164,13,0,1503,845,1691,1377,1174,688,255,1224,979,1073,534,1525,0,0,0,0,0,0,0,0,0,0,0,145,65,0,0
"id_51",0,0,385,0,132,332,2,423,273,0,1847,0,711,1519,205,1425,605,1430,0,5626,1545,8,144,596,1396,0,979,3853,906,3539,3629,2721,1699,2287,610,2307,1350,1577,968,657,508,1036,1188,327,807,277,0,1348,0,3246,4530,710,135,170,0,342,515,1099,967,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_52",13,321,317,85,119,606,635,1863,163,7,4142,866,1500,1137,339,2329,1115,1678,0,2854,1851,87,332,240,831,0,1133,2298,2193,3057,1115,767,2509,358,681,641,209,624,2460,684,508,846,127,948,1039,706,93,783,2681,0,3230,2389,543,1080,600,677,490,1003,672,929,3,68,103,0,0,0,0,0,0,0,0,0,0,0,0
"id_53",0,206,287,0,178,187,254,1243,395,0,1579,235,839,1309,995,1350,22,203,0,3446,1806,0,47,0,1661,0,937,3428,139,1397,1324,2347,1091,1597,749,2586,2197,2404,1215,1362,116,1118,3,522,608,534,178,1627,5542,3609,0,1675,362,639,0,361,530,1133,333,1878,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
"id_54",0,751,87,0,0,470,156,1416,0,0,1375,655,753,777,0,181,0,0,0,0,209,0,0,0,876,0,368,517,334,982,694,626,737,201,2004,620,2014,1917,2444,384,306,610,264,213,147,487,411,1337,1568,1826,4287,0,0,2154,0,763,431,2618,358,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_55",0,175,419,59,162,388,171,6,2,0,439,262,246,596,1242,2072,2151,3957,0,579,958,1435,3140,991,1209,0,1647,576,1619,269,350,1271,239,1246,409,1297,343,101,145,1637,679,834,804,414,816,598,46,873,188,668,304,36,0,1096,1810,2968,1670,62,274,401,0,0,0,35,0,0,0,0,79,0,0,0,0,0,0
"id_56",0,350,545,85,275,196,482,864,9,0,1297,1032,2047,415,99,1450,2190,2621,0,207,1470,155,1933,231,473,0,1016,1125,3081,469,1371,154,493,480,1179,567,1531,874,1235,608,479,1185,309,1255,1279,1725,395,414,162,1056,694,1199,2159,0,36,1628,1316,1427,757,1484,13,74,0,0,15,9,0,0,0,0,0,0,0,0,0
"id_57",0,0,168,0,0,334,0,0,632,0,0,82,19,446,837,3105,3250,3413,0,778,1080,1093,439,3346,1567,0,2576,878,1708,1104,140,2790,44,762,489,1622,82,0,0,0,364,1040,514,0,886,467,0,30,0,269,0,0,2899,652,0,4185,650,0,57,137,0,59,118,0,0,0,0,0,0,0,0,0,0,0,0
"id_58",0,40,100,0,33,235,210,196,168,0,627,442,140,390,881,2662,2162,3869,0,787,326,757,1784,472,976,0,1099,126,1787,386,432,2864,814,1059,420,1870,505,488,377,157,1333,974,453,191,588,605,0,1275,477,1004,548,474,5090,918,4604,0,808,329,0,378,0,0,20,19,0,0,0,0,53,0,0,0,0,0,0
"id_59",0,1384,318,148,387,379,430,990,243,0,1056,157,388,1724,455,1028,253,769,0,994,916,244,825,1144,1122,0,1033,815,1309,268,1118,1334,1468,345,485,320,967,1098,885,460,697,737,1151,174,947,102,0,1206,613,562,709,493,1671,1396,1108,574,0,624,244,546,0,0,18,0,0,61,0,0,0,0,0,44,0,0,0
"id_60",0,411,715,479,613,1426,1233,884,910,0,2934,683,2838,870,49,264,333,277,0,907,1150,0,27,110,489,0,151,141,554,1230,1314,816,1113,751,2703,67,1386,2533,1216,280,359,221,563,1387,215,1047,897,950,1073,1393,792,2444,0,1293,38,340,347,0,2155,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_61",27,980,1407,315,299,758,1401,281,522,46,562,956,2179,415,304,462,211,210,4,452,2053,0,130,96,770,80,278,438,640,699,749,782,2054,855,2889,562,927,1503,684,510,1283,386,1341,2349,701,775,1615,473,828,399,67,1286,162,708,22,0,311,2495,0,640,0,0,0,0,0,3,0,0,0,0,0,0,25,0,0
"id_62",0,686,264,147,444,158,764,1472,471,0,1237,688,869,1037,1453,718,1054,312,0,808,1704,64,485,132,507,0,104,1244,476,418,1678,1195,1455,613,421,2108,1802,1457,1481,1310,367,1139,70,949,598,1247,489,1507,847,887,1762,669,783,998,236,923,638,68,633,0,14,0,7,0,20,30,0,20,148,0,0,102,0,0,0
"id_64",0,47,0,52,0,3,7,0,0,0,0,32,6,0,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,10,0,9,53,0,0,21,0,0,0,8,0,0,0,0,0,19,0,22,82,0,0,0,0,0,0,0,0,0,0,0,0
"id_65",0,129,11,106,41,15,98,0,75,0,21,40,10,10,0,14,54,46,0,73,56,0,0,9,0,0,16,2,22,18,7,55,36,1,17,1,0,13,40,25,0,16,0,36,25,43,29,19,13,51,0,0,25,63,64,45,0,2,0,46,6,0,0,83,0,0,0,0,0,0,0,0,0,0,0
"id_67",0,396,311,595,119,72,115,0,338,0,0,79,0,46,94,234,90,1,0,21,135,77,180,0,0,0,0,66,0,0,0,59,0,0,0,0,0,0,45,5,227,37,0,66,214,7,254,0,0,109,0,0,0,0,120,43,0,0,0,0,66,0,0,5,41,159,174,318,171,0,0,0,0,0,0
"id_69",0,111,0,7,10,0,17,0,0,0,0,17,0,0,0,5,34,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,7,90,0,0,0,0,0,25,0,0,11,0,0,0,0,0,86,11,0,0,0,0,0,0,0,0,0,0,0,0
"id_71",0,0,0,93,13,23,0,0,0,0,0,22,0,0,44,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,105,0,0,0,0,0,0,13,0,0,0,0,0,27,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
"id_72",0,11,63,126,24,53,17,0,57,0,37,46,24,0,2,0,0,0,0,0,27,12,0,0,0,0,0,43,37,0,0,0,20,0,0,4,10,23,3,0,19,35,0,55,27,17,18,0,0,29,48,0,20,1,0,0,83,2,4,40,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0
"id_74",0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0
"id_75",0,0,66,365,0,0,0,0,203,0,0,3,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,35,0,0,0,0,72,53,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,317,0,0,0,0,0,300,200,0,0,0,0,0
"id_76",0,0,0,149,0,0,0,0,66,0,0,0,0,52,15,11,0,21,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,78,0,40,0,0,0,207,0,0,0,0,0,44,0,0,40,0,0,0,155,0,0,170,0,0,0,0,346,0,0,0,0,0,0,0
"id_80",0,0,41,47,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0
"id_84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0
"id_85",0,65,85,590,51,0,0,0,561,0,0,357,0,0,0,0,0,0,0,0,289,0,0,0,333,0,0,0,0,0,88,0,0,0,0,0,0,0,0,227,276,0,459,30,205,40,11,144,0,0,0,0,0,13,0,0,37,0,0,132,0,0,0,0,0,0,0,0,0,0,152,0,266,305,585
"id_86",0,0,99,10,0,0,0,0,117,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,15,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0
"id_87",0,0,0,0,57,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,469
"id_88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,421,0
