"id","id_1","id_4","id_6","id_8","id_9","id_10","id_14","id_17","id_21","id_22","id_24","id_25","id_26","id_31","id_32","id_35","id_36","id_37","id_38","id_103","id_155","id_237","id_241","id_292","id_317","id_385","id_428","id_470","id_471","id_473","id_475","id_483","id_484","id_488","id_489","id_490","id_501","id_502","id_504","id_505","id_506","id_507","id_509","id_510","id_512","id_513","id_514","id_515","id_516","id_517","id_518","id_519","id_520","id_521","id_522","id_523","id_524","id_525","id_526","id_527","id_528","id_529","id_530","id_531","id_532","id_534","id_535","id_536","id_538","id_539","id_540","id_541","id_542","id_545","id_546","id_547","id_550","id_551","id_552","id_553","id_554","id_555","id_556"
"id_505",4927,3475,2823,3954,648,853,2686,626,1092,4381,0,0,0,2320,28,0,4867,6014,64,2574,0,274,257,0,0,4456,187,1033,1244,3877,48,0,3870,0,924,0,1656,0,4294,0,0,0,0,0,151,0,0,0,0,306,0,0,0,118,2,4,0,0,0,0,34,24,609,0,397,95,0,12,191,0,0,0,0,982,2,0,0,0,0,0,21,0,0
"id_506",0,0,83,0,0,302,0,1013,0,30,0,0,0,0,0,0,0,0,0,0,0,98,1179,1047,941,0,387,0,0,0,34,0,318,0,501,0,639,1100,0,0,0,0,0,0,990,0,0,0,0,1661,0,0,0,572,532,0,0,0,0,0,240,0,326,0,849,1229,0,0,183,1500,0,0,96,686,768,0,0,0,0,0,0,0,0
"id_507",0,0,0,0,0,0,0,0,0,0,234,158,380,0,318,430,0,0,173,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,60,110,0,0,0,0,0,0,0,8,0,0,193,0,0,0,0,0,123,0,0,415,386,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,68,335,73,149
"id_509",0,0,0,0,0,0,0,172,0,202,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,51,95,0,0,0,0,158,0,0,0,138,258,0,5,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,112,0,104,0,0,0,339,0,190,0,136,0,229,92,290,0,0,0,0,0,0,0,0
"id_510",0,0,17,0,0,0,0,62,0,0,0,0,0,0,229,28,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,263,0,0,104,250,0,0,0,0,145,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0
"id_512",492,0,1569,0,0,529,548,550,0,456,0,0,0,0,0,0,0,67,0,0,0,85,1588,794,773,0,988,9,0,101,0,0,1169,0,296,0,1018,756,106,296,1069,0,40,0,0,0,0,0,0,1305,0,239,0,191,0,0,0,0,0,0,355,0,1414,0,1405,621,0,0,0,588,410,0,0,1199,495,0,0,0,0,0,0,0,0
"id_513",0,42,45,0,0,162,0,372,0,0,0,0,0,0,0,0,0,0,0,0,776,324,230,0,0,0,0,0,0,0,1081,944,0,0,513,0,412,0,0,0,0,0,0,0,0,0,0,0,366,0,193,0,249,0,0,0,0,322,0,388,0,0,988,564,0,0,0,409,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0
"id_514",0,4,0,0,0,0,0,0,0,0,21,0,138,0,180,201,0,0,147,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,111,0,0,0,0,4,0,197,0,0,0,0,0,0,0,0,0,0,138,0,0,190,142,0,0,0,0,197,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,146
"id_515",0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,368,0,360,0,0,0,0,0,0,0,0,0,342,0,0,0,358,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,334,165,0,0,0,328,0,0,0,0,0,0,0,0,232,0,0,0,0,215,0,0,0,54,0,0
"id_516",0,141,121,0,0,318,92,700,0,51,0,0,0,0,0,0,12,0,0,888,69,663,999,148,0,0,0,93,0,0,951,377,0,524,563,0,983,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,402,0,0,0,0,0,467,0,0,1313,1122,0,0,0,735,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0
"id_517",0,116,482,0,0,806,237,1217,0,888,0,0,0,0,0,0,134,0,0,61,0,113,1669,1012,897,0,602,0,0,0,72,0,797,0,342,0,781,588,0,119,1786,0,0,0,850,0,0,0,0,0,0,0,0,566,571,0,0,0,0,0,564,0,486,0,1369,1239,0,0,226,1429,0,0,272,1107,797,0,0,0,0,0,0,0,0
"id_518",0,84,0,0,0,41,0,61,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,204,216,0,0,159,0,64,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,43,0,0,0,0,117,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_519",0,81,109,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,72,0,0,0,0,191,0,0,0,309,269,0,0,0,0,209,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,308,0,0,0,294,0,38,0,308,0,267,253,234,0,0,0,0,0,0,0,0
"id_520",0,0,137,0,0,107,32,109,0,0,0,0,51,0,391,217,0,0,945,0,805,0,0,0,0,0,0,0,0,0,915,94,0,0,853,0,10,0,0,0,0,178,0,263,0,201,137,351,0,0,24,0,0,0,0,262,479,840,341,0,0,355,1260,0,0,0,0,0,0,0,0,284,0,0,0,239,296,0,0,0,652,0,137
"id_521",0,496,0,0,0,691,0,864,0,0,0,0,0,0,0,0,0,0,0,1177,0,960,1193,852,847,0,0,620,0,0,1055,0,153,609,1635,0,1650,65,0,0,572,0,0,0,203,0,0,0,590,454,0,0,0,0,0,0,0,0,0,0,377,0,1280,225,348,0,0,46,0,77,0,0,0,119,0,0,0,362,0,0,0,0,0
"id_522",0,0,0,0,0,159,0,890,0,288,0,0,0,0,0,0,0,0,0,0,0,0,990,0,0,0,803,0,0,0,0,0,282,0,0,0,162,495,0,0,685,0,0,0,0,0,0,0,0,620,0,0,0,0,0,0,0,0,0,0,566,0,123,0,604,633,100,0,241,539,0,0,386,387,364,0,0,0,0,0,0,0,0
"id_523",13,4,11,0,0,0,0,0,0,0,268,166,322,0,501,412,2,6,322,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,172,109,0,0,0,2,0,491,0,73,0,0,190,0,0,0,0,0,240,0,0,0,345,0,0,0,0,379,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,17,428,38,168
"id_524",0,0,75,0,0,0,0,62,0,0,158,166,357,0,680,323,7,0,557,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,354,96,0,0,0,0,0,476,0,250,0,0,195,0,0,0,0,0,514,0,0,469,0,0,8,0,0,507,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,57,490,69,105
"id_525",0,11,196,0,0,238,117,101,0,0,0,0,0,32,0,0,0,0,447,0,858,0,0,0,0,0,0,0,0,0,887,236,0,0,886,0,54,0,0,0,0,0,0,0,0,319,0,330,0,0,98,0,915,0,0,0,0,0,237,0,0,0,853,0,0,0,0,0,0,0,0,290,0,0,0,257,319,0,0,0,84,0,0
"id_526",0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,313,0,90,0,0,0,0,0,0,0,15,0,19,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,340,0,0,0,8,199,0,0,0,0,305,0,0,0,0,0,0,0,0,295,0,0,0,0,16,0,0,0,204,0,0
"id_527",0,0,0,0,0,10,0,234,0,0,0,0,0,0,0,0,0,0,0,180,92,331,222,0,0,0,0,0,0,0,548,361,0,9,35,0,249,0,0,0,0,0,0,0,0,390,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,528,493,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_528",0,885,1148,0,0,717,0,1797,205,953,0,0,0,358,0,0,984,0,0,188,0,332,991,110,132,0,1144,1344,849,0,174,0,338,0,245,0,1701,946,0,0,363,0,110,0,0,0,0,0,0,841,0,138,0,364,581,0,0,0,0,0,0,0,1504,0,1323,745,406,0,165,834,160,0,513,80,771,0,0,0,0,0,0,0,0
"id_529",77,162,109,0,2,107,0,0,57,0,143,40,255,14,529,396,0,127,542,0,0,0,0,0,0,11,0,0,96,0,333,0,0,0,213,0,0,0,0,14,0,372,0,65,0,0,203,0,0,0,0,0,281,0,0,457,404,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,167
"id_530",84,885,2128,0,0,2094,268,3607,0,737,0,0,0,593,416,38,1080,110,963,1957,1248,1064,2526,966,810,9,1264,1078,1,3,3158,971,1008,639,3672,0,4441,913,202,736,440,72,165,253,1611,1033,69,346,1413,1132,206,309,1354,1549,526,232,437,941,345,528,2367,217,0,1245,1885,244,115,880,0,389,458,335,55,846,330,213,353,614,0,0,750,0,0
"id_531",0,66,21,0,0,139,11,837,0,7,0,0,0,0,0,0,12,0,0,680,232,831,768,0,0,0,0,0,0,0,1112,524,0,222,215,0,746,0,0,0,0,0,0,0,0,575,0,0,1083,0,0,0,0,147,0,0,0,0,0,535,0,0,1062,0,0,0,0,851,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0
"id_532",0,167,809,0,0,1239,347,1934,0,1673,0,0,0,52,0,0,426,0,0,97,0,222,1878,1096,741,0,984,62,0,0,152,0,1161,0,591,0,1503,572,0,55,824,0,0,0,834,0,0,0,0,1880,0,0,0,433,673,0,0,0,0,0,1486,0,1777,0,0,816,234,0,186,1327,0,0,553,678,795,0,0,0,0,0,0,0,0
"id_534",0,0,54,0,0,381,0,1119,0,349,0,0,0,0,0,0,0,0,0,0,0,0,977,561,323,0,562,0,0,0,0,0,116,0,55,0,337,899,0,32,1267,0,0,0,628,0,0,0,0,1268,0,0,0,0,487,0,0,0,0,0,88,0,161,0,428,0,0,0,187,1202,0,0,117,582,698,0,0,0,0,0,0,0,0
"id_535",50,201,145,0,0,0,0,656,0,31,0,0,0,0,0,0,445,0,0,0,0,0,132,0,0,0,703,67,384,0,0,0,601,0,0,0,554,783,0,0,0,0,241,0,0,0,0,0,0,0,0,242,0,0,100,0,0,0,0,0,550,0,45,0,222,0,0,0,625,0,393,0,617,501,660,0,0,0,0,0,0,0,0
"id_536",7,78,242,0,0,179,241,493,0,194,0,0,0,0,0,0,4,0,0,647,321,536,308,0,0,0,0,0,0,0,804,391,0,138,418,0,664,0,24,0,0,0,0,0,0,543,0,0,803,0,0,0,0,54,0,0,0,0,0,281,0,0,751,870,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0
"id_538",214,617,0,0,0,87,0,546,12,1045,0,0,0,636,0,0,1017,426,0,0,0,0,170,0,0,0,699,208,546,0,0,0,1046,0,0,0,681,803,0,951,142,0,93,0,0,0,0,0,0,201,0,0,0,0,257,0,0,0,0,0,282,0,95,0,379,183,211,0,0,182,1,0,809,635,1259,0,0,0,0,0,0,0,0
"id_539",0,0,206,0,0,443,0,1244,0,167,0,0,0,0,0,0,0,0,0,0,0,0,906,536,538,0,687,0,0,0,0,0,181,0,218,0,457,1116,0,0,1510,0,0,0,590,0,0,0,0,1466,0,0,0,108,426,0,0,0,0,0,180,0,241,0,761,1203,0,0,188,0,0,0,124,636,952,0,0,0,0,0,0,0,0
"id_540",75,222,377,0,0,0,180,91,0,0,0,0,0,0,0,0,13,0,0,0,0,0,39,0,0,0,454,75,338,0,0,0,398,0,0,0,312,363,0,0,0,0,52,0,295,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,142,0,454,0,0,0,259,0,144,0,0,0,98,446,268,0,0,0,0,0,0,0,0
"id_541",0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,319,0,221,0,0,0,0,0,0,0,0,0,173,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,281,0,0,0,0,261,295,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,171,0,0
"id_542",0,0,0,0,0,92,0,1291,0,614,0,0,0,0,0,0,353,0,0,0,0,0,44,0,0,0,566,42,23,0,0,0,181,0,0,0,745,1401,0,0,5,0,158,0,0,0,0,0,0,122,0,197,0,0,365,0,0,0,0,0,490,0,75,0,372,117,549,0,1032,99,63,0,0,261,1271,0,0,0,0,0,0,0,0
"id_545",613,261,855,4,18,461,853,581,90,1133,0,0,0,460,0,0,475,720,0,0,0,0,1291,61,327,20,1129,481,748,0,0,0,1659,0,149,0,896,1052,0,885,874,0,262,0,1224,0,0,0,0,1220,0,246,0,87,439,0,0,0,0,0,558,0,731,0,895,469,463,0,476,607,426,0,325,0,858,0,0,0,0,0,0,0,0
