"id","id_1","id_3","id_7","id_9","id_10","id_13","id_14","id_15","id_16","id_22","id_24","id_25","id_27","id_29","id_30","id_32","id_35","id_36","id_39","id_40","id_41","id_42","id_43","id_44","id_45","id_46","id_48","id_49","id_50","id_51","id_53","id_54","id_55","id_56","id_57","id_58","id_59","id_60","id_62","id_63","id_65","id_66","id_72","id_73","id_75","id_77","id_82","id_87","id_88","id_89","id_90","id_91","id_93","id_94","id_96","id_97","id_99","id_100","id_102","id_103","id_104","id_105","id_109","id_111","id_115","id_116","id_121","id_122","id_124","id_125","id_127","id_130","id_131","id_132","id_135","id_136","id_137","id_141","id_148","id_153","id_156","id_157","id_185","id_237","id_240","id_242","id_252","id_259","id_262","id_264","id_290","id_302","id_309","id_328","id_484","id_492","id_541","id_553","id_557","id_566","id_570","id_620","id_740","id_741","id_744","id_772","id_773","id_774","id_775","id_776","id_779","id_781","id_782","id_783","id_784","id_785","id_786","id_787","id_789","id_790","id_791","id_792","id_793","id_794","id_795","id_796","id_797","id_798","id_799","id_800","id_801","id_802","id_803","id_804","id_805","id_806","id_807","id_809","id_810","id_811"
"id_24",0,0,0,33,260,361,0,0,0,262,0,0,147,3191,0,0,0,0,0,0,275,642,426,820,629,0,960,0,0,0,0,0,0,0,0,0,0,111,942,0,0,0,168,176,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,186,240,35,707,2952,0,0,568,0,2161,1877,176,0,620,0,0,199,0,432,845,0,3082,0,0,1083,0,0,0,0,175,0,0,49,0,1195,1104,97,0,0,0,0,0,0,0,0,156,0,0,131,0,1267,0,0,0,0,0,0,1426,0,0,0,355,0,6,531,114,0,0,0,0,260,0
"id_25",0,0,0,0,0,0,5526,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5953,1592,0,5768,7103,0,4627,6,671,5336,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,743,0,0,0,0,0,0,919,545,0,0,0,0,0,0,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_27",0,0,0,360,0,0,0,0,199,20,0,0,0,6349,184,0,0,0,0,0,231,0,0,387,0,0,5,0,0,6849,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,20,0,0,0,0,0,0,0,0,0,2152,0,0,19,156,0,0,0,0,0,1279,0,0,0,1787,369,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,566,0,0,4925,0,0,0,0,0,0,0
"id_29",75,0,0,783,0,270,0,0,0,324,4397,0,6304,0,141,0,0,0,0,0,176,0,206,0,0,0,5553,0,0,3276,0,0,0,0,0,0,0,0,1896,0,0,0,130,0,209,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,647,276,0,0,81,3107,0,0,0,0,4319,1834,0,701,223,0,0,0,0,1,533,0,229,0,387,2,0,215,0,0,0,0,86,0,0,2171,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,666,0,0,0,755,0,0,0,0,0,0,0,0,0,6507,0,0,0,0,0,0,0
"id_30",0,0,0,0,175,92,0,0,0,232,0,0,175,113,0,3961,2919,0,1265,165,1294,0,586,603,0,0,0,0,0,176,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,156,198,141,0,0,0,118,105,71,0,0,0,0,0,0,0,0,0,0,0,479,259,1229,0,0,186,49,0,0,1200,0,1301,0,714,0,410,0,0,0,0,654,0,0,217,0,195,0,0,0,27,0,245,0,0,0,0,1505,0,0,0,0,3337,284,0,0,0,0,0,3571,260,0,0,0,81,0,0,195,0,0,0,0,20,0,522,0,2587,172,3070,0,0,784,0,0,296
"id_32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2295,0,3830,0,4255,478,2720,0,22,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,7210,4122,0,0,0,0,0,6115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5653,0,0,323,0,0,1356
"id_35",0,0,0,0,80,0,0,0,0,0,0,0,0,0,1445,4165,0,0,4620,2155,2888,0,1024,3127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2472,19,0,0,0,0,0,0,0,0,0,46,0,0,67,0,229,0,2962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,22,0,0,0,0,6740,3980,0,0,0,0,0,5233,0,96,0,20,0,0,0,0,0,0,0,0,0,0,0,0,132,0,5944,0,0,319,0,0,1189
"id_36",0,0,401,143,822,209,2478,943,0,288,0,0,0,0,0,0,0,0,0,0,0,871,0,60,1166,220,0,0,0,0,0,0,0,3053,0,2818,2841,883,0,416,0,0,171,101,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,344,0,0,0,724,581,490,0,1459,286,0,1733,0,0,0,333,0,206,1003,1367,1669,72,0,699,0,0,0,0,0,0,0,0,424,680,0,489,0,0,0,52,0,527,0,0,959,0,0,0,3386,0,0,1071,563,39,0,0,845,0,0,825,0,3095,0,0,248,0,0,0,0,837,770,275,2806,418,0
"id_39",0,0,0,0,117,0,0,0,0,322,0,0,0,0,1028,2835,3545,0,0,1163,1541,62,90,3217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,22,0,0,0,333,0,334,0,0,10,0,3227,181,0,142,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,6616,3596,0,0,0,0,0,4306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,3387,0,0,201,0,0,1174
"id_40",0,0,0,103,194,0,0,0,0,1384,0,0,0,0,115,0,2278,0,4241,0,3156,2251,1537,3557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,1270,0,0,0,0,215,0,0,0,0,2443,0,0,29,0,654,0,3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,300,1999,0,0,0,0,0,1164,0,567,169,166,0,0,0,0,0,0,0,0,0,0,633,0,950,0,1459,0,26,1861,0,0,1621
"id_41",0,0,0,0,684,196,0,56,0,1709,151,0,367,231,1748,2559,1596,0,3221,2744,0,412,3731,3556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,150,1366,161,0,0,144,0,0,2005,0,275,0,530,0,151,379,0,0,0,3069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,3660,2906,0,0,0,0,0,4038,0,0,0,0,0,0,0,267,0,0,0,0,0,0,552,0,2773,381,724,0,66,922,0,0,952
"id_42",0,0,0,391,2552,0,0,391,0,1968,654,0,0,0,1,0,725,710,163,3263,633,0,0,322,432,0,81,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,70,53,241,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,189,2668,1377,75,0,0,687,267,258,0,0,316,0,85,2248,230,1189,421,75,0,0,534,0,0,398,0,0,0,0,0,94,0,0,0,0,593,0,0,0,0,103,0,0,0,0,252,0,0,1172,483,79,0,0,0,0,0,0,54,102,0,0,2644,0,711,0,32,902,570,1161,0,109,0
"id_43",428,0,454,500,468,1276,0,785,226,890,363,0,0,145,674,436,1462,0,787,2042,3490,44,0,2815,302,0,151,0,0,25,0,0,0,0,0,0,0,934,505,0,0,0,190,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1382,660,2073,1315,99,849,575,0,83,369,0,479,145,3048,540,602,677,381,0,266,1329,850,0,239,0,0,0,0,0,0,0,334,0,129,134,0,433,665,0,0,94,965,981,0,0,0,0,42,2868,0,400,665,281,0,0,0,0,0,493,393,64,0,0,1374,0,696,23,2107,0,88,2273,0,75,1950
"id_44",0,0,0,122,62,445,0,700,91,547,420,0,412,142,680,566,3588,0,3263,999,3511,277,2156,0,531,0,60,0,0,246,0,0,0,0,0,202,0,85,0,0,0,0,153,751,195,189,268,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1745,210,89,420,227,0,75,236,0,476,36,798,144,14,0,0,377,0,3017,0,0,356,180,102,221,0,28,0,0,0,245,0,337,10,575,687,80,0,110,3496,2905,0,0,0,0,685,2146,42,429,270,189,148,0,0,364,0,0,344,13,0,0,530,50,412,382,2947,0,0,1218,0,137,691
"id_45",0,296,912,117,0,959,67,0,506,0,565,0,0,0,0,0,0,510,0,0,0,382,642,612,0,515,166,0,0,0,0,0,213,552,0,1018,362,3713,0,3187,0,0,174,3690,586,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1139,0,0,0,15,0,0,0,0,1826,0,0,0,61,0,156,2797,1486,433,188,0,49,0,0,0,0,260,986,759,2763,0,0,692,950,0,1160,0,0,85,0,0,0,5848,0,0,0,693,143,0,0,0,0,0,915,559,55,0,69,283,19,0,0,0,0,0,334,0,1748,0
"id_46",0,247,0,0,0,0,586,0,178,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,2108,0,0,0,28,0,0,0,6100,912,0,676,0,408,0,6264,0,0,220,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,301,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,2847,0,981,0,0,0,0,0,0,0,133,1261,6156,0,0,15,794,0,300,0,0,0,0,0,0,1473,0,0,0,0,0,85,0,0,0,0,155,0,0,0,978,0,0,0,0,0,0,0,0,189,6723,0
"id_48",407,0,0,495,0,456,0,0,61,243,3978,0,34,5748,0,0,0,0,0,0,0,0,184,11,67,0,0,0,0,5428,0,0,0,0,0,0,0,0,3621,0,0,0,325,814,755,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,82,0,0,0,916,3728,0,0,0,0,2504,6142,0,2937,1242,0,0,0,0,347,1101,0,653,0,0,502,0,137,0,0,181,0,293,58,0,60,2359,81,0,0,0,0,0,0,0,0,219,0,30,0,0,1430,78,0,0,0,0,0,434,0,0,0,104,261,0,39,0,0,0,0,0,0,0
"id_49",0,0,0,0,0,599,0,0,74,0,0,6866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,7210,0,0,2205,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,1308,2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2577,0,0,0,0,0,0,6785,7210,0,0,0,0,0,0,0,3886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,2461,0,0,0,0,0,0,0,0,0,27,0,0
"id_50",0,0,86,0,0,0,0,0,2721,0,0,4303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6904,0,0,5421,0,0,1811,0,0,0,0,0,105,0,0,277,89,851,0,136,0,0,0,0,4784,566,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2589,0,0,2,0,0,720,5954,6794,402,0,0,0,0,0,0,4650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,0,0,2003,0,0,7210,0,0,2266,0,0,0,0,0,0,6382,0,0
"id_51",306,0,0,277,0,17,0,0,287,221,0,0,5861,6160,188,0,0,0,0,0,0,0,77,336,0,0,5473,0,0,0,0,0,0,0,0,0,0,0,1305,0,0,0,313,16,269,212,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,180,130,0,0,0,0,2310,1863,0,1976,802,0,0,0,0,47,1200,0,100,54,1493,1823,0,0,0,0,0,213,75,0,0,731,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,0,0,0,3466,0,0,0,0,0,0,594,367,0,6774,0,0,0,0,0,0,0
"id_53",0,0,0,18,0,682,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,6941,0,0,99,0,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6901,2099,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2569,0,0,0,0,0,0,314,7210,0,0,0,0,1,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0
"id_54",0,0,0,0,0,84,5131,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612,0,0,334,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,7210,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_55",0,2855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5904,0,0,0,0,0,0,0,392,827,0,118,0,0,1534,369,158,0,0,0,0,0,0,0,0,0,0,0,0,0,2126,363,3799,5958,104,0,0,528,5613,170,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,0,461,0,0,6065,0,0,0,0,0,577,17,0,0,0,10,4590,21,0,0,273,0,242,164,0,0,0,0,0,0,0,531,0,0,756,0,0,0,0,2859,0,0,0,0,0,0,0,0,0,454,0
"id_56",4,214,122,138,0,0,343,0,3,0,0,374,0,0,0,0,0,3100,0,0,0,0,0,0,3326,1192,0,1527,1481,0,146,271,827,0,14,2885,3358,2159,0,2743,0,0,0,392,1387,398,0,0,0,0,0,22,40,36,0,0,0,0,102,0,0,0,0,389,585,0,0,0,0,0,0,794,0,850,0,0,231,0,0,0,0,0,0,163,99,79,4,0,555,0,748,0,0,577,280,367,391,0,687,1169,619,0,0,38,1854,0,998,0,0,1169,0,207,128,3432,0,0,0,0,0,29,0,555,0,711,1950,16,496,534,1134,0,432,0,0,0,0,0,0,2042,898,0
"id_57",0,7210,0,0,0,0,2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5762,0,0,220,1770,0,0,154,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7208,125,711,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3202,0,0,0,0,0,596,524,0,0,0,0,0,0,0,7140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_58",8,4428,428,0,0,0,2058,0,0,0,0,250,0,0,0,0,0,559,0,0,0,0,0,181,2204,521,0,0,0,0,0,0,3294,2819,239,0,5284,0,0,4341,0,0,652,759,1091,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,150,0,3013,0,441,0,0,0,0,0,0,0,118,524,707,0,0,424,1335,0,0,0,0,0,0,9,0,5781,0,0,0,0,0,50,0,0,0,0,1537,1118,0,0,0,0,749,0,0,0,0,0,1,260,750,0
"id_59",0,3233,0,0,0,0,5427,0,0,0,0,4967,0,0,0,0,0,2562,0,0,0,0,0,0,54,0,0,0,0,0,0,0,86,4480,1923,5283,0,0,0,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,0,0,0,0,0,0,1786,1647,0,0,0,0,0,0,0,0,0,0,0,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_60",1212,0,225,499,452,585,0,560,1099,197,172,0,0,0,0,0,0,1382,0,0,0,214,826,79,3670,518,0,0,0,0,0,0,0,682,0,1014,80,0,139,1737,0,0,463,2757,0,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,779,0,0,460,1059,210,0,70,28,620,164,0,100,282,248,651,0,0,124,1577,303,251,934,38,486,471,1322,2090,172,0,0,0,0,0,0,0,220,87,1646,750,74,0,936,595,0,585,0,0,364,414,0,0,2343,0,0,158,1010,107,0,0,416,0,131,1490,269,270,0,0,495,0,24,0,0,398,765,207,366,585,0
"id_62",2374,0,0,36,0,1310,0,0,1485,410,1285,0,219,1169,104,0,0,0,0,0,0,0,447,4,0,0,2783,0,0,789,0,0,0,0,0,0,0,476,0,0,0,0,1205,2452,374,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,6,179,0,234,1053,1699,0,0,270,0,2266,2293,0,1175,1296,0,0,0,0,0,948,394,643,222,32,560,0,0,0,0,0,624,809,0,0,1801,2678,172,0,0,0,0,0,0,0,0,0,0,0,282,1441,1357,0,0,0,75,0,269,1020,0,0,0,898,230,0,230,0,0,0,0,1,0,0
"id_63",0,5561,0,0,0,0,477,0,196,0,0,544,0,0,0,0,0,80,0,0,0,0,0,0,1597,4476,0,66,112,0,16,405,6246,1055,93,3616,2884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,227,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3036,0,244,0,0,32,0,0,0,0,0,1067,2540,0,0,0,808,0,0,0,0,0,0,0,0,4588,0,0,0,0,0,0,0,0,0,0,865,0,0,0,923,0,0,0,0,0,0,0,0,297,3855,0
"id_65",0,0,0,0,0,111,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,7210,0,0,0,0,0,0,7206,0,0,0,0,0,0,0,0,0,0,0,0,0,4,961,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,7210,7210,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_66",0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1624,0,0,0,0,0,7206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,7210,7210,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_72",5438,0,678,189,0,327,580,245,1458,127,215,0,0,30,25,0,0,26,0,0,1,0,67,137,100,219,463,0,39,93,0,0,0,0,0,803,0,382,1308,0,0,0,0,2240,3864,863,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,746,49,0,0,212,422,0,0,293,0,57,1124,15,925,895,0,0,0,0,723,413,476,170,3930,0,1665,0,1009,0,0,703,4467,5194,0,0,123,2848,1288,0,0,0,0,0,0,0,0,0,0,247,0,520,4628,1666,0,0,0,0,2487,0,13,0,0,421,1026,187,0,0,0,0,4,1285,0,0
