"id","id_1","id_2","id_3","id_4","id_5","id_6","id_7","id_8","id_10","id_11","id_12","id_13","id_14","id_15","id_16","id_17","id_18","id_19","id_20","id_21","id_22","id_23","id_24","id_25","id_26","id_27","id_28","id_29","id_30","id_31","id_32","id_33","id_34","id_35","id_36","id_37","id_38","id_39","id_40","id_41","id_42","id_44","id_45","id_46","id_47","id_48","id_49","id_50","id_51","id_52","id_53","id_54","id_55","id_56","id_57","id_58","id_59","id_60","id_61","id_62","id_64","id_65","id_67","id_69","id_71","id_72","id_74","id_75","id_76","id_80","id_84","id_85","id_86","id_87","id_88"
"id_13",0,0,0,5,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_14",0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,122,116,17,0,0,0,0,0,0,0,27,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_15",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,62,18,0,0,10,0,0,0,0,2,0,0,0,0,28,0,0,0,0,2,7,0,0,3,0,0,0,33,0,0,0,0,0,0,0,0,10,0,0,26,2,12,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_16",0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,53,0,43,6,0,0,0,0,31,2,0,0,0,14,0,0,0,0,35,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_17",0,0,0,0,0,0,0,0,0,0,11,0,0,62,0,0,22,0,0,0,0,0,13,0,3,0,8,19,15,38,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,1,0,6,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_18",0,1,0,0,0,0,0,0,0,0,4,0,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,39,9,0,0,0,0,0,0,32,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_19",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,25,12,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_21",0,0,0,0,0,0,0,0,0,0,58,0,0,10,0,0,0,0,0,0,0,0,0,63,0,0,7,0,1,37,0,0,0,0,0,0,0,0,0,0,43,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_22",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,12,0,0,0,0,0,0,0,18,32,0,0,0,0,0,0,0,0,5,41,1,0,0,0,12,0,5,0,0,0,45,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_23",0,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_24",0,0,1,0,0,0,0,0,30,0,0,0,0,0,0,13,0,0,0,0,14,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,55,6,0,0,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,2,0,0,11,0,19,5,0,0,2,0,0,16,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,10,0,0,0,0,27,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_26",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,12,0,0,11,0,0,7,0,0,11,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,30,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_28",0,0,11,0,0,0,0,16,0,0,1,0,0,0,0,8,0,0,0,7,0,0,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,2,0,0,0,83,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_29",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,39,74,0,0,0,96,0,5,0,0,0,0,7,39,0,0,0,0,33,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_30",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,9,25,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,35,69,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_31",0,0,25,0,0,0,0,0,0,0,0,0,0,28,0,38,0,12,0,37,0,0,0,0,11,0,0,39,0,0,0,10,0,0,0,0,33,0,124,0,8,1,0,0,14,0,0,15,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_32",0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2,0,1,0,0,0,0,27,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_33",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,35,0,110,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_34",0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,18,0,3,0,6,0,0,0,0,0,15,6,0,0,0,10,21,0,20,0,0,0,0,0,0,13,0,0,0,0,37,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,16,18,0,0,0,0,0,0,0,0,0,8,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_36",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,8,0,0,39,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_37",0,0,0,0,0,0,0,155,0,0,2,0,0,7,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,3,0,0,12,0,0,0,0,0,0,0,0,0,0,35,13,0,0,44,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_38",0,0,0,0,0,44,0,17,0,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,35,33,0,0,21,0,39,12,0,9,0,0,0,0,0,0,0,0,0,0,0,24,0,46,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_39",0,0,0,0,0,5,0,0,0,0,0,0,122,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,110,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_40",0,0,0,0,0,0,3,0,0,0,0,0,116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,20,0,0,0,0,0,0,0,7,5,0,1,0,15,0,0,0,7,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_41",0,0,0,0,0,2,0,0,0,0,0,0,17,0,43,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,12,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,66,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_42",0,0,16,3,2,5,0,0,7,0,0,0,0,0,6,0,0,0,0,43,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0
"id_44",0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,2,0,0,11,0,0,1,0,0,0,0,0,0,0,0,5,9,0,0,20,0,0,0,0,0,0,0,0,0,13,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_45",0,0,0,420,0,0,0,0,0,0,0,0,0,33,0,0,0,3,0,4,5,0,0,9,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,36,0,0,0
"id_46",0,0,0,0,0,0,8,0,22,0,0,6,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,12,0,0,0,0,23,0,0,0,0,27,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"id_47",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,5,0,0,0,2,8,3,14,0,0,0,0,3,0,0,0,0,0,6,0,0,23,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"id_48",0,6,0,0,0,0,0,143,0,0,0,0,0,0,31,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_50",0,0,0,0,0,0,0,0,0,0,43,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_51",0,0,0,0,0,0,0,2,0,0,38,0,0,0,0,0,0,60,0,1,12,0,0,0,3,0,83,0,0,0,0,0,0,0,0,13,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_52",0,0,0,0,0,70,0,1,0,0,1,0,0,0,0,47,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,7,0,0,0,0,27,33,7,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,0,0,0,0,0,104,2,0,0,0,50,37,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,34,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_54",0,0,0,0,0,0,0,26,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46,3,0,0,0,0,0,0,0,0,0,0,7,0,34,0,0,14,0,1,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,13,0,0,0,0,0,0,0,0,0,0,0,12,1,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_56",0,0,0,0,0,0,0,1,0,0,8,0,4,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,14,12,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_57",0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6,23,0,0,0,45,0,0,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_58",0,0,0,0,0,0,0,0,0,0,0,0,8,2,35,0,0,0,0,0,0,0,0,0,14,0,0,0,0,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_59",0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0,0,21,37,2,2,0,0,0,0,0,2,13,0,0,0,45,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_60",0,0,0,0,0,0,0,0,0,0,54,0,0,11,1,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85,0,15,0,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_61",0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_62",0,0,1,0,0,0,6,0,7,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53,2,0,0,76,13,0,66,0,0,0,3,0,0,0,3,21,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"id_64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_65",0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_67",0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"id_69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_71",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_72",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
"id_75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_85",0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_86",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
