"id","id_3","id_4","id_5","id_7","id_10","id_11","id_16","id_18","id_19","id_20","id_23","id_24","id_30","id_31","id_34","id_36","id_37","id_40","id_41","id_42","id_43","id_44","id_46","id_47","id_48","id_49","id_52","id_53","id_54","id_55","id_57","id_59","id_60","id_61","id_75","id_77","id_89","id_90","id_92","id_93","id_96","id_112","id_116","id_119","id_121","id_124","id_128","id_158","id_168","id_171","id_180","id_194","id_195","id_196","id_212","id_213","id_214","id_217","id_219","id_234","id_235","id_236","id_237"
"id_90",115,0,0,0,0,0,0,7130,0,7200,7190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,7200,0,0,0,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,466,0
"id_92",0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6987,0,0,581,0,0,0,0,357,0,0,0,0,0,0,0
"id_93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_96",157,0,0,0,0,0,0,6892,6504,7200,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,0,0,7141,0,0,0,0,0,0,2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,381,0
"id_112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,894,2852,865,695,0,4921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,5196,0,5150,0,0,0,0,0,0
"id_116",3117,0,0,0,0,0,0,0,0,0,0,0,2328,2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,4802,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"id_119",4277,0,0,0,0,0,0,0,0,0,0,0,1064,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,1380,0,0,0,0,0,0,5060,0,0,0,2577,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,0,0
"id_121",1307,3675,1663,2192,3180,3214,3343,1656,1590,2073,1633,203,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,574,0,0,830,0,222,0,1577,0,0,1972,0,0,0,0,1281,0,0,3218,2742,311,0,0,0,0,358,0,783,824,3219,1684,2814,2444
"id_124",0,6735,7200,0,4329,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,5287,0,0,0,0,0,0,0,0,0,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,7199,0,0,3924,1499
"id_128",2840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,1121,0,0,0,0,0,0,2377,3071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5708,0,0
"id_158",0,0,0,0,0,0,0,0,0,0,0,2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_168",1051,0,0,0,0,2256,7200,7200,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,0,0,0,0,0,0,0,0,0,0,3360,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,1771,852,1147,0
"id_171",699,0,0,0,0,1365,7200,6335,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,0,2305,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,1464,662,880,0
"id_180",0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,5790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0
"id_194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5813,7200,7200,7200,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0
"id_195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,7200,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,3156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,4335,0,0,0,0,0,0,0,0,0
"id_196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4332,4347,4340,4426,107,0,401,1455,2040,136,44,113,72,0,0,0,0,4535,0,0,0,0,0,0,801,0,0,0,0,0,0,0,0,0,3734,4345,0,0,0,0,0,0,0,0,0,0
"id_212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,7200,0,0,0,0,0,0,0,0,0,0,0,0,5195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0
"id_213",0,0,0,0,0,0,0,0,0,0,0,7199,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7013,0,0,0,0,0,36,0,0,7199,0,0,7200,0,0,0,0,0,0,1,60,0,0,0,0
"id_214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,7200,0,0,0,0,0,0,0,0,0,5149,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0
"id_217",0,331,2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,4668,0,0,0,0,166,0,0,0,0,0,361,0,0,0,0,0,7200,0,0,0,0,7200,0,0,7200,0,0,4075,0
"id_219",24,1451,3042,0,0,0,0,0,0,0,0,4358,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,7200,0,0,4790,0,0,0,0,0,0,0,0,0,0,367,282,0,0,0,0,7200,0,0,0,0,7146,0,7200,0,0,0,1576,0
"id_234",1320,2797,1120,6121,7200,6905,3375,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,3214,919,0,0,2394,1928,0,0,0,0,0,0,0,0,0,0,1144,1500,6323
"id_235",2827,299,0,813,1083,1125,629,224,224,69,3787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,4623,0,3347,0,0,282,0,824,1719,1302,0,5818,0,484,618,0,0,0,0,0,0,0,0,0,1048,0,217,350
"id_236",298,5974,5907,0,4636,2326,1171,864,429,325,633,0,0,0,0,0,0,0,0,0,0,0,4104,0,0,0,0,0,0,0,5206,0,0,4136,0,371,0,317,0,0,374,0,119,0,2249,3663,371,0,1112,597,0,0,0,0,0,4573,0,5954,5915,634,468,0,0
"id_237",1158,5226,5052,6893,7200,6549,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,3138,0,0,0,0,0,0,0,0,0,0,2987,5314,0,0,902,334,0,0,0,0,0,0,0,0,0,7167,725,5185,0
